PAID;POINT_OF_SALE;EVENT_ID;YEAR;MONTH;N_SUBSCRIPTIONS;PRICE;PHONE_NUMBER;PROP_CONBINI;PAYMENT_TYPE;FAV_GENRE;AGE;DAYS_FROM_PROMO;BOOKS_PAID;N_TRANSACTIONS;N_ITEMS;DATE_LAST_PURCHASE;CUSTOMER_SINCE;MAIL;SUBSCR_CANC;MARGIN
YES;BO;INN12400;2018;AUG;1;17.73;0;0,0;Card;Shonen;20;28.0;2.0;1.0;3;18/07/2018;18/07/2018;0;0;15.503140777172671
YES;BO;INN09584;2018;MAR;1;4.0;0;0,0;Coupon;Shonen;;28.0;5.0;4.0;2;26/03/2018;23/09/2017;0;1;51.38840280507977
YES;BO;INN24975;2018;SEP;2;20.15;0;0,0;Card;Shonen;23;7.0;6.0;2.0;3;29/08/2018;15/03/2018;0;0;48.23295635405021
YES;BO;INN32131;2018;OCT;0;8.075;0;0,0;Cash;Shonen;<=10;2.0;2.0;1.0;2;07/01/2018;07/01/2018;0;0;27.791010439776915
YES;BO;INN01081;2018;FEB;0;8.03;0;0,5;Card;Shonen;16;7.0;3.0;1.0;4;12/12/2017;12/12/2017;0;0;34.154063170068994
YES;NA;INN13106;2018;JUL;1;9.629999999999999;0;0,5;Card;Shonen;;16.0;;;4;01/01/0001;01/01/9999;0;0;
YES;NA;INN33472;2018;MAR;0;6.885;0;0,5;Card;Shonen;17;3.0;;;2;01/01/0001;01/01/9999;0;0;
YES;MI;INN01851;2018;JUL;0;7.225;0;0,0;Cash;Shonen;14;17.0;5.0;2.0;2;29/01/2018;21/08/2017;1;0;41.86411974128162
YES;RM;INN07817;2018;MAY;2;11.985;0;0,33333;Card;Shonen;21;9.0;1.0;1.0;3;17/02/2018;17/02/2018;0;2;11.166534705094936
YES;RM;INN12451;2018;AUG;2;14.8;0;0,33333;Card;Shojo;16;26.0;5.0;2.0;3;17/08/2018;09/06/2018;0;2;50.39187775353895
YES;BO;INN05664;2018;SEP;3;14.940000000000001;0;0,0;Card;Shonen;;12.0;4.0;2.0;2;09/07/2018;06/11/2017;0;0;29.29829283459469
YES;BO;INN22100;2018;SEP;0;14.653;0;0,5;Cash;Shonen;22;8.0;;;6;01/01/0001;01/01/9999;0;0;
NO;RM;INN08052;2018;JUN;0;10.183;0;0,0;Card;Shonen;16;15.0;;;2;01/01/0001;01/01/9999;0;0;
YES;MI;INN15979;2018;OCT;1;8.075;0;0,5;Card;Shojo;<=10;30.0;;;4;01/01/0001;01/01/9999;0;0;
NO;BO;INN10995;2018;MAY;0;11.61;0;0,5;Card;Shojo;;11.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN28872;2018;FEB;1;7.9;0;0,0;Card;Shojo;12;23.0;3.0;2.0;2;16/02/2018;28/08/2017;0;0;31.26089086675728
YES;BO;INN02266;2018;JUN;1;6.861;0;0,0;Card;Shojo;<=10;10.0;;;2;01/01/0001;01/01/9999;0;0;
YES;NA;INN02440;2018;MAR;0;8.03;0;0,0;Card;Shonen;21;24.0;2.0;1.0;2;25/01/2018;25/01/2018;0;0;18.001111388315074
YES;RM;INN01909;2018;FEB;0;7.4;0;0,0;Cash;Shonen;14;26.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN30270;2018;MAR;0;6.5;0;0,0;Cash;Shonen;;1.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN07492;2018;JUN;0;12.0;0;0,5;Cash;Shonen;19;11.0;5.0;2.0;4;16/05/2018;09/11/2017;0;0;70.77884309313043
YES;BO;INN32055;2018;APR;1;9.148;0;0,0;Card;Shonen;<=10;5.0;5.0;2.0;2;03/03/2018;19/10/2017;0;0;59.92085028179852
YES;MI;INN21775;2018;JUL;2;19.5;0;0,25;Card;;22;11.0;2.0;1.0;4;11/04/2018;11/04/2018;0;3;20.030112015562295
YES;BO;INN32900;2018;FEB;0;9.3;0;0,6;Card;Shonen;21;26.0;1.0;1.0;5;14/02/2018;14/02/2018;0;0;9.005981878513147
YES;BO;INN33551;2018;APR;2;15.669999999999998;0;0,0;Card;Shonen;;18.0;2.0;1.0;2;27/03/2018;27/03/2018;0;1;25.352249996466867
YES;RM;INN33032;2018;OCT;0;10.5;0;0,0;Cash;Shonen;24;24.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN35786;2018;AUG;0;15.9;0;0,33333;Card;Shonen;15;3.0;1.0;1.0;3;02/08/2018;02/08/2018;0;0;12.72054515046327
NO;RM;INN11754;2018;AUG;0;11.259;0;0,5;Card;Shojo;22;7.0;5.0;2.0;2;05/06/2018;23/11/2017;0;0;56.054596057436854
YES;BO;INN34475;2018;SEP;1;8.705;0;0,33333;Card;Shojo;15;6.0;6.0;2.0;3;27/08/2018;29/04/2018;0;0;56.656812213378075
YES;BO;INN00808;2018;MAY;1;12.690000000000001;0;0,0;Card;Shonen;<=10;29.0;1.0;1.0;2;30/03/2018;30/03/2018;0;0;5.977974356217238
YES;BO;INN11847;2018;JUL;2;8.458;0;0,5;Cash;Shonen;;10.0;3.0;1.0;6;26/03/2018;26/03/2018;1;1;33.417516762126155
YES;BO;INN25041;2018;JUL;1;9.945;0;0,0;Card;Shonen;26;24.0;;;2;01/01/0001;01/01/9999;0;0;
YES;NA;INN25018;2018;JAN;0;7.76;0;0,33333;Card;Shonen;<=10;13.0;1.0;1.0;3;12/01/2018;12/01/2018;0;0;13.2049768904507
YES;BO;INN25395;2018;FEB;1;7.184;0;0,5;Card;Shonen;21;4.0;1.0;1.0;2;30/01/2018;30/01/2018;0;0;10.199428243600845
YES;BO;INN24363;2018;OCT;2;11.879999999999999;0;0,33333;Card;Shonen;28;19.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN35208;2018;AUG;2;9.095;0;0,33333;Card;Shonen;20;16.0;5.0;2.0;3;26/01/2018;17/08/2017;0;0;55.64128704717395
YES;BO;INN12815;2018;JUN;0;11.0;0;0,5;Cash;Shonen;25;8.0;6.0;2.0;2;10/02/2018;29/10/2017;0;0;65.95614087374182
YES;NA;INN22148;2018;JAN;0;7.5;0;0,33333;Card;Shojo;;3.0;5.0;2.0;3;25/12/2017;12/08/2017;0;0;39.67188912080285
YES;NA;INN08132;2018;MAR;1;6.75;0;0,33333;Card;Shojo;20;23.0;2.0;1.0;3;14/01/2018;14/01/2018;0;1;23.158979655743458
YES;BO;INN29388;2018;OCT;2;10.8;0;0,0;Card;Shojo;<=10;28.0;1.0;1.0;2;03/08/2018;03/08/2018;0;1;8.509157716257059
YES;BO;INN22222;2018;JAN;0;6.840000000000001;0;0,0;Card;Shojo;11;2.0;8.0;3.0;2;24/12/2017;21/06/2017;0;0;69.94899499650963
YES;BO;INN03670;2018;APR;1;11.827;0;0,33333;Card;Shonen;13;15.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN11044;2018;JUL;0;10.9;0;0,6;Card;Shojo;22;2.0;;;5;01/01/0001;01/01/9999;0;0;
YES;MI;INN16057;2018;FEB;0;8.1;0;0,0;Card;Shojo;13;2.0;;;2;01/01/0001;01/01/9999;0;0;
NO;BO;INN09421;2018;SEP;1;11.5;0;0,33333;Cash;;14;23.0;9.0;4.0;3;12/10/2017;04/12/2016;0;0;97.02121111319353
YES;MI;INN05746;2018;JUN;1;11.741;0;0,0;Card;Shonen;19;17.0;;;2;01/01/0001;01/01/9999;0;0;
YES;NA;INN02230;2018;APR;0;8.075;0;0,5;Cash;Shonen;19;30.0;3.0;1.0;4;24/02/2018;24/02/2018;0;0;26.409578092473946
YES;BO;INN21118;2018;JUN;1;12.15;0;0,33333;Card;Shonen;16;23.0;2.0;1.0;3;02/04/2018;02/04/2018;0;0;25.753505340300556
YES;BO;INN00779;2018;APR;3;9.629999999999999;0;0,33333;Card;Shonen;22;23.0;5.0;2.0;3;20/01/2018;22/08/2017;0;1;44.088970594424254
YES;BO;INN00873;2018;OCT;2;15.0;0;0,5;Card;Shonen;19;4.0;2.0;1.0;2;01/10/2018;01/10/2018;0;0;20.497861231394992
YES;MI;INN07738;2018;JUL;2;9.228;0;0,0;Card;Shojo;18;29.0;4.0;2.0;3;16/03/2018;19/07/2017;0;0;40.97358172935753
NO;MI;INN11148;2018;APR;0;6.5;0;0,33333;Cash;Shonen;17;16.0;7.0;2.0;3;28/01/2017;28/10/2016;0;0;111.29978913130876
YES;BO;INN23781;2018;JUL;0;10.603;0;0,0;Card;Shonen;26;20.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN08313;2018;JAN;2;6.536;0;0,5;Card;Shojo;25;5.0;3.0;2.0;4;02/11/2017;24/02/2017;0;0;36.939933373054124
YES;BO;INN28656;2018;JAN;1;11.9;0;0,0;Card;Shonen;14;26.0;2.0;1.0;2;09/01/2018;09/01/2018;0;0;21.395127664366537
YES;BO;INN25741;2018;MAY;0;9.0;0;0,75;Cash;;13;12.0;1.0;1.0;4;11/02/2018;11/02/2018;0;0;12.384245485439035
YES;BO;INN28935;2018;FEB;1;7.85;0;0,0;Card;Shojo;15;28.0;;;2;01/01/0001;01/01/9999;0;0;
YES;NA;INN04226;2018;JUN;0;10.0;0;0,0;Cash;Shonen;18;19.0;1.0;1.0;2;10/04/2018;10/04/2018;0;0;11.343934102925418
YES;NA;INN07704;2018;MAY;0;13.0;0;0,0;Coupon;Shonen;22;12.0;2.0;2.0;1;09/03/2018;28/07/2017;0;0;19.501159306964247
YES;BO;INN00995;2018;OCT;1;10.215;0;0,33333;Card;Shonen;30+;4.0;1.0;1.0;3;07/08/2018;07/08/2018;0;0;14.149934958900122
YES;BO;INN31823;2018;FEB;0;7.6;0;0,5;Cash;Shonen;28;9.0;1.0;1.0;2;16/10/2017;16/10/2017;0;0;12.64722563883386
YES;BO;INN15696;2018;MAR;1;10.7;0;0,25;Cash;;20;7.0;8.0;3.0;4;14/01/2018;25/05/2017;0;0;117.74956078818786
YES;BO;INN25577;2018;MAY;1;14.040000000000001;0;0,33333;Card;Shonen;18;30.0;1.0;1.0;3;14/04/2018;14/04/2018;0;0;11.891890098641792
YES;BO;INN07532;2018;FEB;2;0.0;0;0,5;Coupon;Shonen;16;17.0;170.0;44.0;2;17/02/2018;03/03/2016;0;0;1337.7918859044487
YES;MI;INN11564;2018;FEB;0;7.5;0;0,0;Cash;Shonen;<=10;21.0;;;2;01/01/0001;01/01/9999;0;0;
YES;NA;INN05003;2018;SEP;2;11.259;0;0,33333;Card;Shojo;11;17.0;5.0;4.0;3;17/08/2018;20/12/2017;0;2;54.38703214852669
YES;BO;INN15689;2018;MAR;0;7.122;0;0,33333;Card;Shonen;24;24.0;3.0;2.0;3;01/02/2018;08/06/2017;0;0;32.87568290459015
YES;BO;INN19816;2018;FEB;1;10.2;1;0,0;Card;Shonen;14;13.0;;;2;01/01/0001;01/01/9999;1;0;
YES;MI;INN30110;2018;SEP;1;20.02;0;0,0;Card;Shonen;;17.0;;;1;01/01/0001;01/01/9999;0;0;
YES;RM;INN34884;2018;SEP;0;8.075;0;0,33333;Cash;Shonen;;10.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN29270;2018;JUL;0;10.5;0;0,33333;Coupon;Shonen;13;1.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN28498;2018;MAR;1;10.85;0;0,0;Card;Shojo;;16.0;1.0;1.0;2;04/02/2018;04/02/2018;0;2;10.663074279722945
YES;RM;INN17386;2018;JUN;0;10.0;0;0,0;Cash;Shonen;;2.0;;;2;01/01/0001;01/01/9999;0;0;
YES;MI;INN34237;2018;MAY;0;9.0;0;0,0;Cash;Shonen;;13.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN21133;2018;JAN;0;7.1;0;0,0;Cash;Shonen;17;3.0;3.0;3.0;1;05/08/2017;13/01/2017;0;0;41.1522006448673
YES;MI;INN16007;2018;MAY;0;9.8;0;0,5;Cash;;;10.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN29006;2018;APR;0;7.073;0;0,0;Card;Shonen;13;3.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN01328;2018;MAY;0;10.115;0;0,0;Card;Shonen;20;31.0;1.0;1.0;2;10/05/2018;10/05/2018;0;0;10.57752632599339
YES;BO;INN26918;2018;MAR;0;8.5;0;0,0;Cash;Shonen;<=10;2.0;3.0;2.0;2;26/01/2018;24/08/2017;0;0;24.899658602409858
YES;BO;INN25290;2018;JAN;0;8.1;0;0,66667;Cash;Shonen;30+;4.0;5.0;5.0;3;07/11/2017;13/11/2016;0;0;46.356139097127226
YES;BO;INN11525;2018;APR;0;6.5;0;0,0;Coupon;Shonen;12;2.0;;;1;01/01/0001;01/01/9999;0;0;
YES;NA;INN03560;2018;SEP;2;14.940000000000001;0;0,0;Card;Shonen;22;3.0;3.0;1.0;3;13/07/2018;13/07/2018;0;0;22.76262554124761
YES;BO;INN09390;2018;AUG;2;11.8;0;0,0;Card;Shojo;23;20.0;8.0;3.0;2;14/08/2018;03/11/2017;0;2;87.43398173147519
YES;BO;INN08499;2018;JAN;1;8.7;0;0,5;Card;Shonen;20;29.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN20596;2018;MAR;1;6.575;0;0,5;Card;Shojo;14;8.0;;;4;01/01/0001;01/01/9999;0;0;
YES;MI;INN30444;2018;JUL;1;6.5489999999999995;0;0,0;Card;Shonen;13;4.0;;;2;01/01/0001;01/01/9999;0;0;
NO;BO;INN05368;2018;FEB;0;7.556;0;0,25;Card;Shonen;24;7.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN07884;2018;JUN;2;16.5;0;0,0;Card;Shonen;23;12.0;2.0;1.0;2;05/06/2018;05/06/2018;0;1;16.716932502619336
YES;NA;INN05611;2018;OCT;0;11.5;0;0,0;Cash;;18;3.0;5.0;3.0;2;27/08/2018;10/02/2018;0;0;55.11772971695962
YES;BO;INN17237;2018;SEP;3;14.9;0;0,0;Card;Shojo;15;4.0;4.0;1.0;2;26/08/2018;26/08/2018;0;1;33.953473811548754
YES;NA;INN09124;2018;FEB;0;8.0;0;0,0;Coupon;Shonen;20;6.0;;;1;01/01/0001;01/01/9999;0;0;
YES;BO;INN02390;2018;MAR;1;12.7;0;0,4;Card;Shonen;13;29.0;2.0;1.0;5;19/03/2018;19/03/2018;0;1;21.314018242501284
NO;BO;INN20076;2018;SEP;0;9.434999999999999;0;0,0;Card;Shonen;13;18.0;5.0;3.0;1;06/01/2018;12/05/2017;0;0;61.541065984973706
NO;MI;INN13895;2018;MAR;1;10.11;0;0,0;Card;Shonen;24;17.0;;;1;01/01/0001;01/01/9999;0;0;
NO;NA;INN08948;2018;SEP;0;10.0;0;0,5;Cash;Shonen;;17.0;3.0;2.0;4;09/06/2018;06/10/2017;0;0;40.0842227943989
YES;BO;INN20359;2018;FEB;1;8.03;0;0,0;Card;Shonen;18;20.0;2.0;1.0;2;20/01/2018;20/01/2018;0;0;23.819691632382327
YES;BO;INN25650;2018;MAY;1;11.7;0;0,0;Cash;;16;18.0;4.0;2.0;2;19/02/2018;03/11/2017;0;0;26.911559359210678
YES;BO;INN11550;2018;SEP;0;11.6;0;0,33333;Cash;Shonen;21;25.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN17957;2018;FEB;1;8.5;0;0,0;Card;Shonen;17;26.0;1.0;1.0;1;20/02/2018;20/02/2018;0;0;15.111215097205982
NO;BO;INN04438;2018;SEP;0;13.752;0;0,33333;Card;Shonen;11;10.0;3.0;1.0;3;09/08/2018;09/08/2018;0;0;20.737272712755036
YES;BO;INN19275;2018;JUN;1;9.629999999999999;0;0,0;Card;Shonen;18;24.0;1.0;1.0;2;26/02/2018;26/02/2018;0;0;13.506308708186406
NO;BO;INN08738;2018;SEP;1;13.7;0;0,0;Cash;Shonen;;29.0;5.0;2.0;2;11/02/2018;22/07/2017;0;0;64.168908740295
YES;RM;INN07214;2018;JUL;1;8.55;0;0,33333;Card;Shojo;23;31.0;1.0;1.0;3;11/03/2018;11/03/2018;0;0;9.53887246533547
YES;RM;INN22432;2018;JUL;0;7.225;0;0,0;Cash;Shonen;;10.0;6.0;3.0;2;19/01/2018;11/01/2017;0;0;41.073314570207756
YES;BO;INN02807;2018;OCT;2;11.34;0;0,5;Card;Shonen;16;23.0;3.0;2.0;2;09/07/2018;18/09/2017;0;0;28.543753624208833
YES;BO;INN25103;2018;AUG;1;12.5;0;0,33333;Card;Shonen;16;26.0;5.0;2.0;3;05/08/2018;24/02/2018;0;1;68.87010512511482
YES;MI;INN21860;2018;AUG;0;7.0;0;0,66667;Cash;Shonen;22;2.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN13549;2018;FEB;0;6.6290000000000004;0;0,0;Cash;Shonen;17;2.0;4.0;2.0;2;23/12/2017;24/07/2017;0;0;43.51717721876832
YES;MI;INN26102;2018;JUN;0;14.0;0;0,0;Cash;Shonen;12;14.0;;;2;01/01/0001;01/01/9999;0;0;
YES;MI;INN31399;2018;FEB;0;7.5;0;0,0;Cash;Shonen;13;3.0;5.0;3.0;1;11/10/2017;19/01/2017;0;0;50.39085669644489
YES;BO;INN18681;2018;FEB;1;6.8;1;0,0;Coupon;Shonen;20;9.0;107.0;31.0;1;05/02/2018;13/03/2015;1;0;1181.1228059215323
YES;RM;INN12807;2018;FEB;0;7.1;0;0,5;Coupon;Shonen;30+;26.0;6.0;6.0;2;26/01/2018;28/09/2017;0;1;57.86348513172486
YES;BO;INN13847;2018;JUL;0;7.95;0;0,5;Coupon;Shonen;;1.0;4.0;2.0;4;30/06/2018;14/11/2017;0;0;32.28580989246828
YES;BO;INN00380;2018;MAY;0;9.5;0;0,33333;Cash;Shonen;15;14.0;8.0;3.0;3;27/04/2018;08/09/2017;0;0;84.09782896969492
YES;BO;INN09448;2018;MAY;0;8.940000000000001;0;0,0;Card;Shojo;22;11.0;3.0;2.0;2;04/04/2018;28/09/2017;0;0;33.90379846981333
YES;BO;INN10809;2018;MAR;0;5.6;0;0,5;Cash;Shonen;;5.0;2.0;1.0;2;25/02/2018;25/02/2018;0;0;17.07285966233694
NO;BO;INN28250;2018;OCT;0;7.5;0;0,5;Cash;Shonen;13;16.0;6.0;2.0;2;23/07/2018;24/12/2017;0;0;36.96255464312102
YES;RM;INN07977;2018;OCT;0;10.5;0;0,33333;Cash;Shonen;19;31.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN22065;2018;OCT;0;9.5;0;0,66667;Cash;Shonen;22;14.0;1.0;1.0;3;07/09/2018;07/09/2018;0;0;11.767718257729427
YES;RM;INN10989;2018;JUN;0;9.5;0;0,5;Cash;Shonen;15;15.0;2.0;2.0;2;05/12/2017;06/08/2017;0;0;20.54238076241113
NO;NA;INN04524;2018;AUG;0;20.79;0;0,0;Card;Shonen;16;31.0;4.0;1.0;4;19/06/2018;19/06/2018;0;0;27.624629876863395
YES;BO;INN08976;2018;JUL;1;8.5;0;0,5;Card;Shojo;<=10;3.0;6.0;2.0;4;14/01/2018;15/09/2017;0;0;67.22387619897265
YES;NA;INN35879;2018;FEB;1;10.8;0;0,0;Card;Shonen;<=10;24.0;8.0;8.0;2;23/02/2018;21/12/2016;0;1;51.5411303444955
YES;BO;INN31038;2018;JUN;0;9.629999999999999;0;0,0;Cash;Shonen;22;28.0;;;2;01/01/0001;01/01/9999;0;0;
YES;RM;INN22217;2018;OCT;0;0.0;0;0,0;Coupon;Shonen;22;2.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN32864;2018;APR;0;8.120000000000001;0;0,33333;Card;Shojo;18;7.0;;;3;01/01/0001;01/01/9999;0;0;
YES;NA;INN34390;2018;MAY;1;9.425;0;0,0;Card;Shonen;17;18.0;2.0;2.0;1;20/02/2018;23/06/2017;0;0;27.92010957247258
YES;NA;INN08093;2018;OCT;0;7.5;0;0,0;Cash;Shonen;20;29.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN13286;2018;SEP;0;13.899000000000001;0;0,0;Card;Shonen;20;27.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN32613;2018;JAN;0;6.5;0;0,0;Coupon;Shonen;21;26.0;46.0;23.0;1;26/01/2018;20/11/2016;0;0;454.6499629380406
YES;BO;INN10077;2018;MAR;1;13.148;0;0,33333;Card;Shonen;<=10;3.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN35412;2018;JUL;1;17.325;1;0,0;Card;;17;6.0;;;3;01/01/0001;01/01/9999;1;0;
NO;BO;INN06659;2018;OCT;1;10.55;0;0,33333;Card;Shonen;17;16.0;3.0;1.0;3;11/04/2018;11/04/2018;0;3;30.984562100232534
YES;RM;INN13714;2018;JAN;0;7.1;0;0,5;Card;Shonen;<=10;27.0;3.0;1.0;4;12/12/2017;12/12/2017;0;0;30.417208569492363
YES;MI;INN12124;2018;MAY;1;14.49;0;0,33333;Card;Shonen;<=10;9.0;5.0;2.0;3;28/12/2017;03/09/2017;0;0;53.088916855071595
YES;BO;INN00764;2018;JAN;0;6.5;0;0,33333;Cash;Shonen;26;19.0;8.0;3.0;3;27/08/2017;27/01/2017;0;0;78.45389767670356
YES;RM;INN09090;2018;AUG;1;13.0;0;0,5;Card;Shonen;23;29.0;1.0;1.0;4;24/08/2018;24/08/2018;0;0;11.242933783246846
YES;BO;INN35740;2018;FEB;1;10.6;0;0,0;Card;Shonen;23;23.0;4.0;2.0;2;22/02/2018;21/08/2017;0;1;35.408577913516496
YES;BO;INN03553;2018;FEB;0;9.3;0;0,33333;Card;Shonen;25;5.0;5.0;3.0;3;03/02/2018;30/09/2017;0;0;51.84280167322501
YES;MI;INN16466;2018;MAR;1;11.9;0;0,0;Card;Shonen;21;22.0;1.0;1.0;3;21/03/2018;21/03/2018;0;1;9.568360509953457
YES;BO;INN28720;2018;MAY;1;9.228;0;0,33333;Card;Shonen;;2.0;1.0;1.0;3;15/01/2018;15/01/2018;0;3;13.742684143324709
YES;MI;INN27463;2018;JUL;1;14.5;0;0,66667;Card;Shonen;21;11.0;1.0;1.0;3;10/07/2018;10/07/2018;0;0;13.297971376477648
YES;BO;INN28946;2018;JUN;2;11.584999999999999;0;0,25;Card;Shonen;22;4.0;2.0;1.0;4;11/02/2018;11/02/2018;0;1;22.130811205593634
YES;RM;INN00593;2018;JAN;0;8.9;0;0,33333;Card;Shonen;18;22.0;3.0;2.0;3;18/01/2018;18/04/2017;0;0;25.000090415360475
NO;BO;INN06880;2018;MAR;0;8.9;0;0,0;Card;Shojo;17;14.0;;;2;01/01/0001;01/01/9999;0;0;
NO;BO;INN12275;2018;AUG;0;9.995000000000001;0;0,0;Card;Shonen;21;5.0;1.0;1.0;2;19/01/2018;19/01/2018;0;0;12.569012703006836
YES;BO;INN00084;2018;MAR;0;9.882;0;0,5;Card;Shonen;<=10;27.0;1.0;1.0;4;15/02/2018;15/02/2018;0;0;8.519355979970124
YES;BO;INN07894;2018;JUL;0;11.1;0;0,33333;Card;Shonen;15;12.0;5.0;3.0;3;11/07/2018;09/02/2018;1;2;53.338911753308935
YES;RM;INN02675;2018;FEB;1;3.1;0;0,0;Coupon;Shonen;19;2.0;1.0;1.0;2;30/01/2018;30/01/2018;0;0;10.779831814661286
YES;BO;INN04978;2018;AUG;2;13.7;1;0,6;Card;Shojo;27;12.0;3.0;2.0;5;03/08/2018;20/03/2018;1;3;19.109164009433247
NO;RM;INN01451;2018;APR;0;13.8;0;0,0;Card;Shonen;21;8.0;;;2;01/01/0001;01/01/9999;0;0;
YES;RM;INN19986;2018;MAR;1;5.995;0;0,33333;Card;Shonen;;27.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN24231;2018;APR;0;0.0;0;0,66667;Coupon;Shonen;13;29.0;8.0;4.0;3;29/04/2018;09/12/2017;0;0;80.66371940658378
NO;NA;INN18265;2018;OCT;0;13.23;0;0,33333;Card;Shonen;19;22.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN09164;2018;MAR;1;5.694;0;0,33333;Card;Shonen;;26.0;5.0;2.0;3;29/12/2017;20/10/2017;0;1;62.08313463162304
YES;NA;INN31427;2018;MAR;1;5.35;0;0,33333;Cash;;12;28.0;;;3;01/01/0001;01/01/9999;0;0;
YES;NA;INN23685;2018;MAY;0;9.5;0;0,33333;Cash;Shonen;23;19.0;5.0;2.0;3;29/04/2018;01/11/2017;0;0;54.948354685221254
YES;BO;INN32690;2018;SEP;3;0.0;0;0,5;Coupon;Shonen;23;16.0;306.0;77.0;2;16/09/2018;18/02/2016;0;1;2699.1206280021534
YES;BO;INN26917;2018;JAN;0;6.5;0;0,33333;Cash;Shonen;20;6.0;5.0;2.0;3;14/08/2017;15/03/2017;0;0;31.841152027628343
YES;RM;INN31313;2018;FEB;1;13.36;0;0,25;Card;Shonen;20;18.0;6.0;2.0;4;16/02/2018;22/08/2017;0;0;61.22273719794269
YES;NA;INN21334;2018;JUL;0;9.0;0;0,5;Cash;;18;31.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN04241;2018;OCT;0;8.5;0;0,33333;Cash;Shonen;16;14.0;8.0;3.0;3;27/09/2018;18/02/2018;0;0;66.80762227726268
YES;BO;INN21471;2018;MAR;0;5.95;0;0,0;Cash;Shonen;<=10;6.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN05344;2018;MAY;0;11.1;0;0,33333;Card;Shonen;19;30.0;3.0;1.0;3;15/05/2018;15/05/2018;0;0;29.628449711679185
YES;BO;INN22029;2018;AUG;2;14.65;0;0,0;Card;Shojo;16;25.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN16421;2018;JUN;2;15.030000000000001;0;0,25;Card;Shonen;17;14.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN07879;2018;SEP;1;9.9;0;0,5;Card;Shojo;23;24.0;3.0;2.0;2;11/09/2018;06/03/2018;0;0;33.62753471462149
YES;BO;INN36240;2018;FEB;0;13.0;0;0,0;Card;Shonen;;25.0;;;3;01/01/0001;01/01/9999;0;0;
YES;BO;INN24433;2018;OCT;3;11.34;0;0,5;Card;Shonen;11;20.0;2.0;2.0;2;19/07/2018;14/01/2018;0;0;19.288681181797408
YES;RM;INN03343;2018;SEP;0;9.1;0;0,5;Cash;;16;10.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN03647;2018;MAY;0;11.0;0;0,5;Coupon;Shonen;;31.0;5.0;2.0;2;21/05/2018;13/10/2017;0;0;55.873039565974636
YES;BO;INN10348;2018;JUL;1;9.45;0;0,6;Card;Shojo;22;7.0;2.0;1.0;5;26/03/2018;26/03/2018;0;0;18.208048035880577
YES;BO;INN17324;2018;JUL;2;11.632;0;0,0;Card;Shonen;16;14.0;2.0;1.0;3;08/03/2018;08/03/2018;0;0;12.373139603720675
YES;BO;INN02931;2018;AUG;2;9.945;0;0,5;Card;Shonen;;21.0;;;4;01/01/0001;01/01/9999;0;0;
YES;BO;INN15753;2018;JAN;0;6.6;0;0,66667;Coupon;Shonen;22;31.0;28.0;7.0;3;31/01/2018;05/12/2016;0;0;318.03527901824384
YES;BO;INN12384;2018;SEP;2;11.473;0;0,0;Card;Shojo;20;14.0;;;2;01/01/0001;01/01/9999;0;0;
YES;BO;INN15189;2018;JUN;0;9.5;0;0,0;Cash;Shonen;20;8.0;1.0;1.0;1;28/11/2017;28/11/2017;0;0;11.284960946364052
YES;BO;INN07420;2018;JUN;0;12.0;0;0,33333;Cash;Shonen;23;27.0;;;3;01/01/0001;01/01/9999;1;0;
YES;BO;INN04957;2018;SEP;1;8.55;0;0,0;Cash;Shonen;19;9.0;2.0;1.0;2;20/07/2018;20/07/2018;0;0;22.940853327782374
YES;BO;INN27958;2018;JUL;0;18.1;0;0,5;Cash;Shonen;18;27.0;;;2;01/01/0001;01/01/9999;0;0;
